1421669083,nan,-1,20000,0,0
1421669086,-0.000038,0,19999,0,1
1421669089,-0.000038,0,19998,1,1
1421669092,-0.000038,0,19998,1,1
1421669095,-0.037357,1,19998,0,2
1421669103,-0.037357,1,19998,0,3
1421669108,-0.037357,1,19998,0,4
1421669117,-0.037357,1,19998,1,4
1421669120,-0.037357,1,19998,0,5
1421669125,-0.037357,1,19998,1,5
1421669128,-0.037357,1,19998,0,6
1421669133,-0.037357,1,19998,0,7
1421669140,-0.037357,1,19998,0,8
1421669145,-0.037357,1,19998,0,9
1421669151,-0.037357,1,19998,1,9
1421669154,-0.037357,1,19998,0,9
1421669166,-0.037357,1,19998,0,10
1421669174,-0.037357,1,19998,1,10
1421669177,-0.037357,1,19998,0,11
1421669184,-0.037357,1,19998,1,11
1421669187,-0.037357,1,19998,0,12
1421669195,-0.037357,1,19998,1,12
1421669198,-0.037357,1,19998,0,13
1421669211,-0.037357,1,19998,0,14
1421669220,-0.037357,1,19998,1,14
1421669223,-0.037357,1,19998,0,15
1421669231,-0.037357,1,19998,1,15
1421669234,-0.037357,1,19998,0,16
1421669242,-0.037357,1,19998,1,16
1421669245,-0.037357,1,19998,0,17
1421669257,-0.037357,1,19998,1,17
1421669260,-0.152221,20016,19998,0,18
1421669270,-0.152221,20016,19998,1,18
1421669273,-0.152221,20016,19998,0,19
1421669279,-0.152221,20016,19998,1,19
1421669282,-0.152221,20016,19998,0,20
1421669291,-0.152221,20016,19998,1,20
1421669294,-0.152221,20016,19998,0,21
1421669301,-0.223830,20020,19998,0,22
1421669307,-0.223830,20020,19998,0,23
1421669315,-0.397021,20022,19998,0,24
1421669325,-0.397021,20022,19998,1,24
1421669328,-0.787314,20023,19998,0,25
1421669334,-0.787314,20023,19998,0,26
1421669342,-0.787314,20023,19998,0,27
1421669348,-0.787314,20023,19998,1,27
1421669351,-0.787314,20023,19998,0,28
1421669360,-0.787314,20023,19998,1,28
1421669363,-0.787314,20023,19998,0,29
1421669371,-0.787314,20023,19998,1,29
1421669374,-1.176051,20028,19998,0,30
1421669383,-1.176051,20028,19998,1,30
1421669386,-1.176051,20028,19998,0,31
1421669398,-1.176051,20028,19998,1,31
1421669401,-1.176051,20028,19998,0,32
1421669412,-1.176051,20028,19998,0,33
1421669422,-1.176051,20028,19998,1,33
1421669425,-1.176051,20028,19998,0,34
1421669439,-1.176051,20028,19998,1,34
1421669442,-1.176051,20028,19998,0,35
1421669455,-1.176051,20028,19998,1,35
1421669458,-1.176051,20028,19998,0,36
1421669469,-1.176051,20028,19998,1,36
1421669472,-1.176051,20028,19998,0,37
1421669482,-1.176051,20028,19998,0,38
1421669493,-1.176051,20028,19998,0,39
1421669503,-1.176051,20028,19998,1,39
1421669506,-1.176051,20028,19998,0,40
1421669516,-1.176051,20028,19998,0,41
1421669534,-1.176051,20028,19998,1,41
1421669537,-1.176051,20028,19998,0,42
1421669556,-1.176051,20028,19998,1,42
1421669559,-1.176051,20028,19998,0,43
1421669573,-1.176051,20028,19998,1,43
1421669576,-1.176051,20028,19998,0,44
1421669590,-1.176051,20028,19998,1,44
1421669593,-1.176051,20028,19998,0,45
1421669611,-1.176051,20028,19998,1,45
1421669614,-1.176051,20028,19998,0,46
1421669628,-1.176051,20028,19998,1,46
1421669631,-1.176051,20028,19998,0,47
1421669644,-1.176051,20028,19998,1,47
1421669647,-1.176051,20028,19998,0,48
1421669660,-1.176051,20028,19998,1,48
1421669663,-1.176051,20028,19998,0,49
1421669680,-1.176051,20028,19998,1,49
1421669683,-1.176051,20028,19998,0,50
1421669703,-1.176051,20028,19998,1,50
1421669706,-1.176051,20028,19998,0,51
1421669725,-1.176051,20028,19998,1,51
1421669728,-1.176051,20028,19998,0,52
1421669746,-1.176051,20028,19998,1,52
1421669749,-1.176051,20028,19998,0,53
1421669765,-1.176051,20028,19998,1,53
1421669768,-1.176051,20028,19998,0,54
1421669782,-1.176051,20028,19998,1,54
1421669785,-1.176051,20028,19998,0,55
1421669799,-1.176051,20028,19998,0,56
1421669812,-1.176051,20028,19998,1,56
1421669815,-1.231430,20055,19998,0,57
1421669830,-1.231430,20055,19998,1,57
1421669833,-1.231430,20055,19998,0,58
1421669844,-1.231430,20055,19998,1,58
1421669847,-1.231430,20055,19998,0,59
1421669861,-1.231430,20055,19998,1,59
1421669864,-1.231430,20055,19998,0,60
1421669880,-1.231430,20055,19998,1,60
1421669883,-1.231430,20055,19998,0,61
1421669894,-1.231430,20055,19998,1,61
1421669897,-1.231430,20055,19998,0,62
1421669910,-1.231430,20055,19998,1,62
1421669913,-1.231430,20055,19998,0,63
1421669934,-1.231430,20055,19998,1,63
1421669937,-1.231430,20055,19998,0,64
1421669952,-1.231430,20055,19998,1,64
1421669955,-1.231430,20055,19998,0,65
1421669969,-1.231430,20055,19998,1,65
1421669972,-1.231430,20055,19998,0,66
1421669987,-1.231430,20055,19998,1,66
1421669990,-1.231430,20055,19998,0,67
1421670006,-1.231430,20055,19998,1,67
1421670010,-1.231430,20055,19998,0,68
1421670025,-1.231430,20055,19998,1,68
1421670028,-1.331490,20067,19998,0,69
1421670045,-1.331490,20067,19998,1,69
1421670048,-1.331490,20067,19998,0,70
1421670062,-1.331490,20067,19998,1,70
1421670066,-1.331490,20067,19998,0,71
1421670080,-1.331490,20067,19998,1,71
1421670083,-1.331490,20067,19998,0,72
1421670104,-1.331490,20067,19998,1,72
1421670107,-1.331490,20067,19998,0,73
1421670128,-1.331490,20067,19998,1,73
1421670131,-1.331490,20067,19998,0,74
1421670158,-1.331490,20067,19998,1,74
1421670161,-1.331490,20067,19998,0,75
1421670188,-1.331490,20067,19998,1,75
1421670191,-1.331490,20067,19998,0,76
1421670213,-1.331490,20067,19998,1,76
1421670216,-1.331490,20067,19998,0,77
1421670237,-1.331490,20067,19998,1,77
1421670240,-1.331490,20067,19998,0,78
1421670269,-1.331490,20067,19998,1,78
1421670272,-1.331490,20067,19998,0,79
1421670295,-1.331490,20067,19998,1,79
1421670298,-1.331490,20067,19998,0,80
1421670332,-1.331490,20067,19998,1,80
1421670335,-1.331490,20067,19998,0,81
1421670371,-1.331490,20067,19998,1,81
1421670375,-1.331490,20067,19998,0,82
1421670419,-1.331490,20067,19998,1,82
1421670422,-1.331490,20067,19998,0,83
1421670457,-1.331490,20067,19998,1,83
1421670460,-1.331490,20067,19998,0,84
1421670491,-1.331490,20067,19998,1,84
1421670494,-1.383653,20083,19998,0,85
1421670526,-1.383653,20083,19998,0,86
1421670554,-1.383653,20083,19998,1,86
1421670557,-1.383653,20083,19998,0,87
1421670579,-1.383653,20083,19998,0,88
1421670603,-1.383653,20083,19998,1,88
1421670606,-1.383653,20083,19998,0,89
1421670622,-1.383653,20083,19998,0,90
1421670648,-1.383653,20083,19998,1,90
1421670651,-1.383653,20083,19998,0,91
1421670689,-1.383653,20083,19998,0,92
1421670735,-1.383653,20083,19998,1,92
1421670738,-1.383653,20083,19998,0,93
1421670774,-1.383653,20083,19998,1,93
1421670777,-1.383653,20083,19998,0,94
1421670829,-1.383653,20083,19998,0,95
1421670885,-1.383653,20083,19998,1,95
1421670888,-1.383653,20083,19998,0,96
1421670942,-1.383653,20083,19998,0,97
1421670999,-1.383653,20083,19998,1,97
1421671002,-1.383653,20083,19998,0,98
1421671038,-1.383653,20083,19998,0,99
1421671082,-1.383653,20083,19998,0,100
1421671128,-1.383653,20083,19998,1,100
1421671131,-1.383653,20083,19998,0,101
1421671173,-1.383653,20083,19998,1,101
1421671176,-1.383653,20083,19998,0,102
1421671215,-1.383653,20083,19998,1,102
1421671218,-1.383653,20083,19998,0,103
1421671244,-1.383653,20083,19998,1,103
1421671247,-1.383653,20083,19998,0,104
1421671284,-1.383653,20083,19998,0,105
1421671321,-1.383653,20083,19998,1,105
1421671324,-1.383653,20083,19998,0,106
1421671383,-1.383653,20083,19998,1,106
1421671386,-1.383653,20083,19998,0,107
1421671425,-1.383653,20083,19998,1,107
1421671428,-1.383653,20083,19998,1,107
1421671431,-1.383653,20083,19998,0,108
1421671498,-1.383653,20083,19998,1,108
1421671502,-1.383653,20083,19998,0,109
1421671604,-1.383653,20083,19998,1,109
1421671607,-1.383653,20083,19998,0,110
1421671671,-1.383653,20083,19998,1,110
1421671674,-1.383653,20083,19998,0,111
1421671712,-1.383653,20083,19998,1,111
1421671717,-1.383653,20083,19998,0,112
1421671750,-1.383653,20083,19998,0,113
1421671802,-1.383653,20083,19998,1,113
1421671806,-1.383653,20083,19998,0,114
1421671849,-1.383653,20083,19998,1,114
1421671853,-1.383653,20083,19998,0,115
1421671900,-1.383653,20083,19998,1,115
1421671903,-1.383653,20083,19998,0,116
1421671932,-1.383653,20083,19998,1,116
1421671936,-1.383653,20083,19998,0,117
1421671972,-1.383653,20083,19998,1,117
1421671975,-1.383653,20083,19998,0,118
1421672008,-1.383653,20083,19998,0,119
1421672044,-1.383653,20083,19998,1,119
1421672048,-1.383653,20083,19998,0,120
1421672077,-1.383653,20083,19998,1,120
1421672080,-1.383653,20083,19998,0,121
1421672146,-1.383653,20083,19998,1,121
1421672149,-1.383653,20083,19998,0,122
1421672218,-1.383653,20083,19998,1,122
1421672222,-1.383653,20083,19998,0,123
1421672270,-1.383653,20083,19998,1,123
1421672273,-1.383653,20083,19998,0,124
1421672330,-1.383653,20083,19998,1,124
1421672333,-1.383653,20083,19998,0,125
1421672401,-1.383653,20083,19998,1,125
1421672405,-1.383653,20083,19998,0,126
1421672441,-1.383653,20083,19998,0,127
1421672468,-1.383653,20083,19998,1,127
1421672472,-1.383653,20083,19998,0,128
1421672519,-1.383653,20083,19998,1,128
1421672522,-1.383653,20083,19998,0,129
1421672568,-1.383653,20083,19998,1,129
1421672571,-1.383653,20083,19998,0,130
1421672619,-1.498870,20129,19998,0,131
1421672674,-1.498870,20129,19998,0,132
1421672731,-1.498870,20129,19998,1,132
1421672734,-1.498870,20129,19998,0,133
1421672796,-1.498870,20129,19998,0,134
1421672846,-1.498870,20129,19998,1,134
1421672850,-1.498870,20129,19998,0,135
1421672900,-1.498870,20129,19998,1,135
1421672906,-1.498870,20129,19998,0,136
1421672966,-1.498870,20129,19998,1,136
1421672969,-1.498870,20129,19998,0,137
1421673027,-1.498870,20129,19998,1,137
1421673030,-1.498870,20129,19998,0,138
1421673120,-1.498870,20129,19998,1,138
1421673124,-1.498870,20129,19998,0,139
1421673203,-1.498870,20129,19998,1,139
1421673207,-1.498870,20129,19998,0,140
1421673280,-1.498870,20129,19998,1,140
1421673283,-1.498870,20129,19998,0,141
1421673339,-1.498870,20129,19998,0,142
1421673442,-1.498870,20129,19998,1,142
1421673445,-1.498870,20129,19998,0,143
1421673599,-1.498870,20129,19998,1,143
1421673604,-1.498870,20129,19998,0,144
1421673693,-1.498870,20129,19998,0,145
1421673761,-1.498870,20129,19998,1,145
1421673764,-1.498870,20129,19998,0,146
1421673822,-1.498870,20129,19998,1,146
1421673826,-1.498870,20129,19998,0,147
1421673886,-1.498870,20129,19998,1,147
1421673891,-1.498870,20129,19998,0,148
1421674021,-1.498870,20129,19998,1,148
1421674024,-1.498870,20129,19998,0,149
1421674262,-1.498870,20129,19998,1,149
1421674265,-1.498870,20129,19998,0,150
1421674361,-1.498870,20129,19998,1,150
1421674364,-1.498870,20129,19998,0,151
1421674494,-1.498870,20129,19998,1,151
1421674497,-1.498870,20129,19998,0,152
1421674605,-1.498870,20129,19998,1,152
1421674608,-1.498870,20129,19998,0,153
1421674664,-1.498870,20129,19998,0,154
